RID,document
8,한국에선유명한편은아니지만 외국에선 상상초월한 유명한 영화입니다.
9,그냥 레전드다 레전드!!!
9,평론가 명치를 겁나 때리고 싶다. 정말 이 영화 재미없을거라 생각했는데 재미도 있고 내 인생에 도움이 가장큰 영화입니다. 본인이 깨달고 싶으면 꼭 보세요. 인생을 바꿔줄겁니다.
9,키아누 리브스 최고의 액션 영화!!
9,"소재가 아름다운 영화. 다소 아쉬운 부분들이 있는 이유는 이 영화는 영화스러운 극적 로맨스보단, 좀 더 사실적으로 한 남자의 마음과 시선을 말하고 싶었기 때문 아닐까."
9,"영화평론가는 아니지만, 좋았다, 한번보고마는 영화가 아닌, 울림이있는영화"
9,좀 검증된 애들좀 출현시켜라이탈리아 특집 장난하냐
9,4대강
9,간첩색휘들 애쓴다 밥은 먹고 다니냐?
9,"스토리, 액션, 그래픽 머 하나 건질게 없는 망작. 그냥 게임으로나 즐기셔~"
9,아 정말짜증나네 절때보지말껄욕나옴
9,슬프다 ㅠㅠ
9,.최악의 환경속에서 이런 만화라도 만든사람들에게 경의를 보낸다.
9,What is this movie for?
9,역시 효느!!! 역시 재밌다ㅋㅋㅋ 재탕중...
9,흥미롭게 봤어요. 여배우들 이쁘네요. 반했음
9,어딘가에서 일어나고 일일것같은 느낌이 강하다.우베볼이 이런 영화를 만드는 이유는 누군가 실제로 따라 했으면 하고 바라는것 같은데 정장 월가 있는 애들이 보면 웃겠지...
9,견자단 대박!!엽문 시리즈는 계속된다.
9,지루할만큼 고요하고 서글픈 시선속에 머문 깊은 성찰과 사색.
9,"영화 진짜 보고 .. 펑펑울었습니다 , 너무슬픈거같아요 .. ㅜㅜㅜ !"
9,누가 더 혀짧은가 내기하면 박빙일것같다
9,"애 둘 딸린 심은하의 그 눈부신 미모, 아름다운 영상, 메인 주제가"
9,3기 나오겠죠 ? 아직 안풀린 이야기들이 많은데 극장판은 정말 시간가는줄도 모르고 봤네요 역시 싸패..
9,개노잼;; 뭔가 스토리도 부족하고 다이상함 진짜;
9,"답없네, 뭐하는건지.."
9,절망과 슬픔 속에서도 자신을 챙겨야만하는 삶의 잔인함을 거부한 비참함에 대하여
9,페이스 허거 같음ㅋㅋㅋㅋㅋ
9,시간이 흘러도 퇴색되지 않는 맛이 있는 영화
9,진짜 어마어마한 여운을 주는 멜로 영화에요.ㅎ
9,소피마르소와의 말같지도 않은 불륜이 내용 다 망침. 물론 실제 역사에는 그런 똥같은 이야기는 전혀 없었음.(주인공 죽을때 공주는 10살이었음)한마디.만약 미국인과 맞서 싸우는 아메리칸 원주민의 자유 투쟁기였으면 절대 아카데미상 못 받았음.
9,훈훈하고 따뜻한 부정을 느낄수잇엇음
9,잼
9,림프비즈킷의 OST만 10점. 개봉 당시 극장에서 봤는데 영화내내 오우삼 쥑이고 싶었던ㅋㅋ
9,"정말 오월의 멜로는 정말로 보고보고 또봐도 계속 보고싶은 영화순위 1순위다하,,,늦은 밤이라 그런지 야릇한 느낌이 들었다"
9,전 정말 재미있게 봤습니다
9,여운이 엄청~길게 남는영화.. 이이경을 사랑하게하는 영화!
9,오랜만에 재밋는영화봤네요
10,진짜 한번만더 이런영화 상영하면 용서하지 않는다지금 영화보면서 카톡하고잇음 아놔 진짜
10,많을 것을 생각하게 만드는 영화입니다.마지막에 사람들이 짐승으로 보이고 아수라가 사람같아 보였습니다.
10,요즘 상황 보고 이 영화가 생각났다.
10,"평생 기억할만한 영화,정상적인 소재는 아니지만"
10,이 영화가 평점이 높은 이유를 모르겠어..ㅡ.ㅡ::
10,ㅋㅋㅋㅋㅋㅋㅋㅋ 반도 안되는 영화
10,억지스러운 시나리오..지루한 전개.. 1편 보다 못한 구성등.. 2편은 안나오는게 나았다..망작..배우들이 영화보는 눈이 없어서 안타깝다.
10,당시 대박쳤던 영화..괜찮다!!
10,감동적인 영화다
10,탕웨이찡 그녀 만으로도 10점주기에 충분하다!!
10,이 영화의 3박자는 디테일이었다. (정말 시가전의 퀄리티는 완벽했고) 남자의 사랑에 대한 묘사... (작중에 한석규는 누군가를 사랑하는 마음은 정말 디테일이 대단했다.) 마지막 얘기의 완급조절이 완벽했다. 이 영화가 정말 멋졌다.
10,신선한 소재. 화끈한 액션. 스피디한 전개
10,개답답 먼주인공이 지혼자 복수도 못함?주변에서 해주길바라는 민폐녀?아직도 끌려다니고ㅡㅡ
10,"피해자만 있고,피의자는 없는 .."
10,반전이 전부가 아닌영화..몇 번을 봐도 또 보고 싶은 영화
10,와 이연서님 신인답지 않은 연기력 잘 봤습니다 다음 작품에서 또 뵙길 바랍니다
10,솔직히 6점때가 뭐냐 약간 더러운 장면만빼면 7.5정도다
10,내가 이거 왜 봤지 싶은데 한예슬이랑 김태희 나와서 본 듯. 적월도 개 쌤 ㅋㅋ
10,책과는 분명히 다른시선. 괜찮네요
10,"1차 세계대전 中 피고 진 청춘들. 무기와 기술력은 20t세기, 전쟁을 일으킨 정치인들과 전쟁을 지휘하는 고위 장교들의 생각은 19세기."
10,"남자배우들 정말 미스캐스팅. 연기력 안습... 조은숙, 김유미 연기땜에 참고 봤다"
10,배우들의 따뜻한 연기도 일상의 힘겨움을 그리는 현실감도 다 좋았어요.
10,뭐하자는건쥐... 모든것이 다 어설프고...
10,"안무서워!! 귀신이 애기라 그런건지,,, 그냥 깜놀하기만할뿐이야"
10,교양시간에 보고 좀 충격먹은 영화....마지막에 너무 슬펐다 빨갱이라 소리지르던 몬초가 갑자기 다른 단어를 말한건 선생님에대한 그리움 미안함 슬픔이었을까...몬초가 마지막에 좀 울먹인거 같기도 하고...
10,몇 안되는 재밌게 본 영화
10,정말 최고였어요 ㅠㅠ 이민정씨와 신하균씨 연기 너무 좋았어요!!
10,영화관에 가서 보면 더 좋았을걸...어린시절로 돌아간 느낌이들어 만감이...
10,엔딩이 넘 슬퍼요 :(
10,"진짜 재미 없는 영화 공통점....스포츠영화,군대영화,자막 나오는 영화"
10,신화 화이팅 에릭 화이팅>< 모두 힘내요 !
10,로버트 드니로의 광기의 복수 연기를 만끽할수 있는 수작 서스펜스 스릴러물
10,세계 어디서나 정치 경제 문화 사회 전반에 걸쳐 변화가 절실한 상황이지만 변화를 가져올 방법이 없다는게 함정인 것 같다...
10,그냥 기독교영화네요. 좀 더 깊이있는 내용을 기대했는데.. 실망입니다. 영화도 뭔가 엉성해요;;
10,글쎄요.... 뭐랄까... 영화 제목을 잘못 보고 착각한 내 잘못이랄까...
10,역시 명작은 명작이다...
10,내가 본 일드 중 쵝오~!!!!!>0<
10,줄리델피는 나이가 들수록 멋지다!
10,막장도 재미가있어야 보지..재미도 없고 짜증만 남남녀주인공이 어울리면 참고보겠는데 진짜 안어울리고웬만하면 다 재밌게 보는데 진짜 내가본것중 제일 최악이였음!!무튼 주인공들부터시작해서 성격 개 이상함!!조기종영이 답이다...
10,즐~~~~~
10,글쎄 나와는 안 맞는 성향의 영화 중 하나. OST는 들을 만함
10,쓰레기 함부로 버리지 맙시다.
10,좋아 상술최고..아니 선거술 최고...
10,ㄵ 5점대asfgsdlgkbjsjvb
10,마지막 결투씬 최고! ㅋㅋ 폭풍눈물에~ 팝핀현준 할아버지 ㅋㅋㅋ
10,혼자 보긴 너무 아깝다. 2004년 올해의 영화.
10,속편에서는주인공이전작처럼앨빈의밴드였으면좋았을것같다.캐릭터추가로더이상해진듯
10,고명환이 연기가 쩌냐? 아니면 돈이 없어 쓴거냐..후자라면 볼가치가 없는영화
10,인종차별과 유괴라는 두주제의 불협화음
10,어릴적에 눈물흘리며 웃던기억에 간신히 찾아 다시 봤네요 ^^
10,노땅들의 한심한 추억미화
10,살아는 있지만 생동감을 잃은 박물관
10,기대하지 않았던 영화의 아름다움이 밀려온다. 꽤 괜찮다았던 영화.
10,졸면서 봤다 왜이리 평정이 높은겨 내용도 별거 없고 아오 감수성 영화냐 이거
10,그만빙빙돌리고 밝혀지게하면안되나요 ?보려다아직도질질끌어짜증나.안봄 여기서또사고터져 또질질끌면진짜짜증날듯 ?빨리빨리밝혀질건밝혀지면서반전이있든지 ?작가님 이드라마사랑하고잼있는데 넘끌어짜증나요
10,거부하는 몸짓으로 저 하늘을 ~ ^^
10,시나리오 연출 연기 어느것 하나 갖추지 못한 시간이 넘 아까운 억지 싸구려 중국 신파 경극...
10,once upon a dream
10,잔잔하게 숨막히는 영화 . 연출이 대단하다. 곳곳에 숨어있는 복선. 치밀하다 싶을정도로 섬세한 감정표현. 거기에 김영애의 연기까지
10,정말 최고의 영화...
10,당시 개봉날 보고 울면서 나왔다. 돈아까워서..ㅋㅋ
10,귀여운벤지.. 똑똑한 벤지 예쁘고 귀여운 친구... 압삘럽 ㅎ
10,감동감동감동의 도가니탕
10,아무리 노력했어도 '차이나타운'을 대놓고 베낀 것은 용서가 안 됨.
10,잘봤습니다
10,연기력에서 유혹하지 못한다
10,"난감하다. 재미도 없고, 세상을 깜짝 놀라게 하는 센세이션도 없다."
10,이딴게 한국 영화라니
10,짜가인가 이게뭐여..뭔..
10,굿 10자 이상 .가나다라
10,"짱이다ㅎ 혼자자식키우며살아온엄마 그의아들 힘들게살아오면서 서로예민해지고날카로워질때도잇엇지만 결국 ..가족ㅎ 아빠라는 사람도 생각보다최악이아니고..여자는, 확실히 요구하면도와준다는 그말이 왠지짠하게와닿는다ㅎ 나혼자괜히끙끙거리지말자ㅡ이런단순한생각이든다"
10,CG도 별로고 전개도 별로고 연기도 별로고 한마디로 재미없다
10,번지수 잃고 갈팡질팡
10,Yesterday when i was young
10,너무 사랑스럽고 감동적인 영화:) 정말 좋앗어요
10,최고의영화
10,13년전 영활 다시보니 공효진 코평수줄이고 콧대높였네...완전 못생겼어 ㅎㅎ호 권상우는 화산고때 왼쪽 팔자 심하더니 지금 사라지고 더 잘생겨졌고 장혁은 멋지게 늙었네. ㅋㅋㅋ다시보니 웃겨
10,말랑말랑 ...
10,종방되어 아쉬워요. 오늘막방도 잘봤어요.방송대본이 꽤 완성도있다는 느낌받았고요. 요즘 드라마들의 막장에 지쳐있었는데 수백향은 정말 바른드라마였던듯해요.악역들도 그리 심하게 어이없지도 않았고요..MBC화이팅!!
10,그냥. 최고다.
10,전쟁이후의 아픔을 잘 그린영화마지막 장면이 압권유대인줄 알아 더럽게 여기나 도움이 필요하니동행했던 토마스에게 더러운유태인이라고 말한장면 그러나 유대인인척한 사실 유대인가족사진을 보면서 미묘한 감정들을 사슴인형을 밟아까며 대변한다므찐영화^^
10,오랜만에 동화다운 동화를 본 기분이다.
10,감사합니다 정말로 감사합니다.
10,걍 둘다 변태
10,열정만으로 돌진하고 싶게 만드는 영화.
10,"샤넬의 인생과 성공,이 아니라 샤넬과 그의 남자들"
10,영화가 내용이 없다
10,"십수년의 세월을 찰나의 순간처럼, 찰나의 순간을 영원한 기억으로 남기는 시간의 상대성 이론에 관하여."
10,니노의 이중인격연기 두근거리네요♥
10,보다가 울컥핫 영화...재미도 있고...먼가 감동적임
10,공부 열심히 합시다 공부 안하면 저런 OO인생 삽니다.
11,세얼간이 아줌마 나와서 한번 본건데 실망...신선한 반전을 주고싶었나 본데 개연성도 없구 뭐이런...
11,청춘에는 마침표가 없다.
11,우와 정말 오랜만에 통쾌하게 웃었네요 ㅎㅎ 내일이 기대됩니다
11,계몽영화의 한계를 고스란이 답습한다
11,비디오 물이냐 동시상영물이냐 ~ 넌 정체가 모냐
11,드릴브라' 에서 뿜었다
11,이승연의 강렬함이 묻어나는 영화. 그러나 홍경인은 너무 불쌍하게 나옴
11,이건 말로 설명할 수 없는 유치함이다. 진짜 필름이 아깝다
11,망작
11,중고생들의 마마추어 포르노
11,2% 부족한 영화가아닌 98%부족한 영화감동이 있다길래 참고 끝까지 다봤는데...;;진심으로 이렇게 재미없다고 느끼는건 처음;;
11,불은 잘 보이지도 않고 사람 죽어나갈 때는 엄청난 웅장한 음악만 나오고 전혀 마음에 와 닿지 않는 설정들
11,주연배우들의 이름만 기억에 남.
11,박얘쁜 빠수니 죄다 OO 없어져버려
11,키기키기키기키기키기
11,그냥 안보는게 이득 ...
11,중심이 약하니 언저리 가지고 무리한 승부수를 띄운다
11,쇼를해라 쇼
11,그냥 재미가 없어요....ㅠㅠ
11,진짜..뭐냐 민국이나 지아는 더빙 더이상시키면안되겠네 더빙이 얼마나중요한데 이런애들을시켜데뷔도안한애들을 연예인이해도 뭐라고하는판에
11,조잡하고 유치한 저예산 3류 B급 영화다.. 스토리에 깊이감도 없고 전체적으로 루즈하다.
11,정말 완벽했다.최고의 영화중에 꼽히는 영화.
11,극장가서 안본 내머리를 깨버리고싶네요. 제인생 최고의 영홥니다. 키이라작품 중에서도 최고일듯. 알럽키이라♡♡
11,안봐도 별점 한개 주고싶은 10류 영화 같다... ㅋㅋ심형래 아저씨와 동급감독인듯 ㅋㅋㅋ
11,헐...남자몸매보면 기분 좋나?
11,진짜 짜증나는 영화..
11,그냥 평작. 욕까진안나오고..
11,"이젠 그만 보고 싶은, 막돼먹은 스토리텔링."
11,안타까울뿐. 안타까울뿐.
11,스타뎀 형님의 얼굴에 먹칠을 한영화..
11,내코끼리내놔가 더재밌음ㅋ
11,코믹은 코믹으로 봐라 패러디하고 카메오들보는 재미도 있다
11,유치짬뽕이네!!. 딱 초등3학년 영화다. 초등학교 자녀 있는 가족분께 추천함!!
11,후속 지금이라도 나와라 한국애니 좀 살려보자
11,EBS를 통해 봤는데.. 정말 재밌게 잘 봤어요. 요 근래 본 영화 중 최고인듯!
11,"기대않고 봤는데, 찰지게 만든 토종느와르네~! 흥미진진하다.."
11,성인영화를 가족영화로 만드려하는 멍청한 자막제작자가 마음에 안들어서 1점
11,일본인 특유의 어색한 연기 여주인공 연기 너무 못해
11,"전반적으로 무거운 느낌의 영화네요.가비의향과맛처럼,씁쓸함이 느껴집니다.장윤현감독님께서,커피부분에관해 신경을 쓰시다보니,연출부분에있어서,좀 미흡하지않았나싶고, 배우들연기력은 괜찮았습니다."
11,"전작보다 100 재밌다. 배우, 내용 모두 세련됨"
11,진지하고 무거운 소재를 경쾌하고 재미있게 만들었다
11,유럽작품상 탈만한 유럽에 중요한 얘기..또한 픽션
11,풍정정은 어케된거지ㅋㅋㅋ과도한 압축으로 개연성없지만...배우들이 호화로워서...
11,이영화 구성좋다는분들 ㅋㅋ아마 친구랑 같이영화보고 님들이 영화 좋다고 재밌다하면 같이본 친구들은 이해하지 못할겁니다 ㅋㅋ진짜 최악 최저 스토리 주인공 행동 개연성없음캐릭간의 이해관계 최악 ㅋㅋㅋCIA갘ㅋㅋ이렇게 허접하게 표현된 영화 간만이라능ㅋ
